Colegio,Localidad,Estrato,Puntaje_Lenguaje,Puntaje_Matematicas,Puntaje_Ciencias,Puntaje_Sociales,Puntaje_Ingles,Acceso_Internet_Hogar_x,Repitente,Genero,Puntaje_Global,Poblacion_Total,Ingreso_Promedio,Indice_Pobreza,Tasa_Desempleo,Nivel_Educativo_Promedio,Cobertura_Salud,Indice_Calidad_Vida,Tasa_Asistencia,Horas_Estudio
Colegio_23,Antonio Nariño,3,47.8,43.1,60.2,50.0,50.5,1,1,M,50.3,179797,1489362,18.5,9.3,8.2,83.7,26.2,85.4,0.1
Colegio_18,Los Mártires,1,43.9,43.7,26.1,63.7,54.7,1,1,M,46.4,324447,1274484,23.8,8.6,9.0,86.0,27.6,87.0,4.2
Colegio_9,Puente Aranda,4,51.8,74.3,77.1,52.4,48.6,1,1,M,60.8,246116,1732058,14.5,8.9,9.4,88.2,41.2,75.5,13.3
Colegio_19,Bosa,4,52.9,58.8,54.3,57.9,43.3,1,1,M,53.4,748890,1774895,15.5,7.8,9.2,86.0,44.0,81.5,8.2
Colegio_26,Kennedy,3,47.1,55.7,42.0,53.8,70.8,1,1,M,53.9,1011301,1855181,16.9,8.3,9.3,88.9,49.2,94.0,8.0
Colegio_33,Santa Fe,3,37.3,59.6,57.7,50.3,66.0,1,1,M,54.2,339318,1479614,21.0,9.6,9.4,85.8,37.6,78.4,17.7
Colegio_5,Teusaquillo,2,53.5,61.6,54.6,50.3,63.0,1,1,F,56.6,194327,2990383,5.1,7.0,10.5,94.4,90.1,88.4,17.9
Colegio_6,La Candelaria,2,38.7,49.0,56.3,77.2,59.9,1,1,M,56.2,171142,1311336,23.8,11.6,9.2,84.1,30.3,80.4,18.2
Colegio_4,Kennedy,4,61.2,38.0,50.0,54.8,63.8,1,1,F,53.6,1011301,1855181,16.9,8.3,9.3,88.9,49.2,75.3,6.3
Colegio_25,Tunjuelito,3,46.1,70.1,60.0,53.1,41.1,1,1,F,54.1,270499,1603700,19.6,10.3,9.7,89.3,44.5,81.0,13.8
Colegio_13,Teusaquillo,4,33.1,58.1,57.1,53.4,64.4,1,1,M,53.2,194327,2990383,5.1,7.0,10.5,94.4,90.1,99.4,5.4
Colegio_28,Los Mártires,5,39.9,65.0,51.3,65.4,57.0,1,1,F,55.7,324447,1274484,23.8,8.6,9.0,86.0,27.6,95.0,3.8
Colegio_7,Antonio Nariño,4,55.2,44.0,71.5,54.7,46.1,1,1,F,54.3,179797,1489362,18.5,9.3,8.2,83.7,26.2,99.0,3.7
Colegio_4,Tunjuelito,1,59.5,59.1,43.4,34.2,41.2,0,0,M,47.5,270499,1603700,19.6,10.3,9.7,89.3,44.5,87.2,6.8
Colegio_5,Fontibón,4,58.4,31.7,49.9,50.8,63.8,0,1,M,50.9,475856,2414409,10.7,7.7,9.3,88.8,61.6,77.7,8.6
Colegio_12,Suba,1,40.5,45.3,97.8,72.1,42.0,1,1,M,59.5,829007,2455432,8.3,7.4,10.2,87.3,75.0,88.7,16.6
Colegio_17,Usme,6,66.0,53.0,72.1,62.4,46.6,1,1,F,60.0,495408,1505279,18.8,9.0,9.8,86.0,41.1,86.4,2.4
Colegio_40,Bosa,2,67.8,53.9,48.6,39.6,63.6,1,1,F,54.7,748890,1774895,15.5,7.8,9.2,86.0,44.0,96.1,14.7
Colegio_38,Usaquén,3,65.3,70.7,42.9,45.7,67.2,0,0,M,58.4,342004,3238341,5.0,7.2,10.1,93.8,94.4,77.5,10.6
Colegio_27,Kennedy,4,64.6,37.7,52.9,77.8,51.8,1,1,M,57.0,1011301,1855181,16.9,8.3,9.3,88.9,49.2,87.2,5.8
Colegio_24,Sumapaz,2,56.6,53.6,54.7,50.2,54.6,0,1,M,53.9,344465,1626165,19.6,7.6,8.7,85.7,34.7,78.8,9.9
Colegio_37,Santa Fe,2,62.6,58.1,65.0,46.0,43.3,1,0,F,55.0,339318,1479614,21.0,9.6,9.4,85.8,37.6,83.1,6.0
Colegio_12,Teusaquillo,5,72.0,67.3,46.2,55.8,36.6,1,1,F,55.6,194327,2990383,5.1,7.0,10.5,94.4,90.1,93.4,11.9
Colegio_19,Los Mártires,4,56.9,33.7,46.1,69.9,33.2,1,1,M,48.0,324447,1274484,23.8,8.6,9.0,86.0,27.6,86.9,8.7
Colegio_16,San Cristóbal,4,52.3,61.3,42.9,46.1,61.2,1,1,F,52.8,404902,1665631,20.3,10.8,9.1,86.7,40.2,84.4,3.3
Colegio_38,Sumapaz,2,46.5,61.1,40.6,59.8,62.9,1,1,F,54.2,344465,1626165,19.6,7.6,8.7,85.7,34.7,84.9,2.3
Colegio_23,Antonio Nariño,4,39.3,28.3,59.8,58.9,46.4,1,1,M,46.5,179797,1489362,18.5,9.3,8.2,83.7,26.2,86.5,10.9
Colegio_34,Antonio Nariño,4,76.0,67.6,37.4,45.9,76.4,1,1,F,60.7,179797,1489362,18.5,9.3,8.2,83.7,26.2,94.6,18.0
Colegio_34,Bosa,3,59.0,74.9,53.7,59.3,68.0,1,0,F,63.0,748890,1774895,15.5,7.8,9.2,86.0,44.0,97.3,6.9
Colegio_11,Tunjuelito,3,75.6,48.6,36.0,62.8,67.1,1,1,M,58.0,270499,1603700,19.6,10.3,9.7,89.3,44.5,98.9,14.7
Colegio_14,Puente Aranda,2,65.0,75.4,67.7,34.1,61.5,1,1,M,60.7,246116,1732058,14.5,8.9,9.4,88.2,41.2,94.7,13.2
Colegio_25,Suba,2,63.4,57.3,27.3,52.8,44.0,1,1,F,49.0,829007,2455432,8.3,7.4,10.2,87.3,75.0,82.9,18.6
Colegio_4,Chapinero,5,75.6,30.0,53.2,54.0,52.9,1,1,F,53.1,153158,2764676,5.3,7.4,10.3,96.3,83.6,92.2,16.4
Colegio_37,Barrios Unidos,2,55.6,51.3,50.0,51.0,53.3,1,1,F,52.3,246732,2464266,14.4,8.9,10.2,88.7,70.4,85.9,11.3
Colegio_18,Teusaquillo,5,49.9,62.9,42.8,54.3,23.7,1,1,F,46.7,194327,2990383,5.1,7.0,10.5,94.4,90.1,81.4,13.1
Colegio_11,Usme,2,41.8,58.9,71.4,42.3,62.1,0,1,M,55.3,495408,1505279,18.8,9.0,9.8,86.0,41.1,96.0,18.0
Colegio_32,Usme,4,45.3,69.1,39.5,58.9,60.7,1,1,M,54.7,495408,1505279,18.8,9.0,9.8,86.0,41.1,76.0,8.0
Colegio_10,Engativá,3,40.7,53.6,55.9,55.7,86.7,1,1,F,58.5,945826,2815166,9.2,8.6,10.2,91.6,85.3,97.5,6.5
Colegio_17,Tunjuelito,4,52.3,33.7,48.4,60.3,53.3,1,1,M,49.6,270499,1603700,19.6,10.3,9.7,89.3,44.5,86.5,0.2
Colegio_14,Sumapaz,1,36.7,69.9,73.8,40.1,36.5,1,1,M,51.4,344465,1626165,19.6,7.6,8.7,85.7,34.7,90.9,16.5
Colegio_17,Puente Aranda,3,35.4,51.0,49.5,47.8,74.7,1,1,M,51.7,246116,1732058,14.5,8.9,9.4,88.2,41.2,91.5,16.0
Colegio_6,La Candelaria,2,31.7,81.1,59.3,51.4,66.3,1,1,F,57.9,171142,1311336,23.8,11.6,9.2,84.1,30.3,97.4,2.1
Colegio_4,Ciudad Bolívar,2,47.0,56.2,60.9,39.8,51.8,1,0,M,51.1,633863,1673046,16.4,8.8,9.0,92.3,36.4,90.9,11.5
Colegio_1,Los Mártires,1,52.1,62.3,70.4,59.1,50.1,1,0,F,58.8,324447,1274484,23.8,8.6,9.0,86.0,27.6,90.3,9.3
Colegio_36,Kennedy,1,31.5,41.2,46.7,42.9,60.0,0,0,M,44.4,1011301,1855181,16.9,8.3,9.3,88.9,49.2,76.7,2.4
Colegio_29,Ciudad Bolívar,4,48.1,25.8,54.2,30.5,48.4,0,1,M,41.4,633863,1673046,16.4,8.8,9.0,92.3,36.4,88.0,19.6
Colegio_37,Kennedy,3,73.1,57.0,58.5,46.7,55.5,1,1,M,58.1,1011301,1855181,16.9,8.3,9.3,88.9,49.2,78.8,4.3
Colegio_31,Santa Fe,3,70.9,56.7,45.9,43.1,52.8,1,0,F,53.9,339318,1479614,21.0,9.6,9.4,85.8,37.6,93.4,1.3
Colegio_9,Santa Fe,1,56.8,52.7,72.2,78.5,54.8,1,1,F,63.0,339318,1479614,21.0,9.6,9.4,85.8,37.6,87.8,11.9
Colegio_26,Los Mártires,2,49.1,55.5,51.0,70.7,73.5,1,1,M,59.9,324447,1274484,23.8,8.6,9.0,86.0,27.6,92.0,14.8
Colegio_16,Tunjuelito,2,42.8,61.2,64.6,57.8,54.5,1,1,M,56.2,270499,1603700,19.6,10.3,9.7,89.3,44.5,76.0,0.6
Colegio_40,Tunjuelito,3,53.2,55.8,50.7,54.5,58.3,1,1,M,54.5,270499,1603700,19.6,10.3,9.7,89.3,44.5,77.1,13.2
Colegio_31,Santa Fe,5,53.9,71.9,39.5,60.0,63.3,1,0,F,57.7,339318,1479614,21.0,9.6,9.4,85.8,37.6,92.9,10.6
Colegio_27,Engativá,3,65.7,58.1,53.8,49.0,30.0,1,1,M,51.3,945826,2815166,9.2,8.6,10.2,91.6,85.3,76.8,2.1
Colegio_22,Fontibón,3,61.1,70.4,47.9,65.1,61.3,1,1,F,61.1,475856,2414409,10.7,7.7,9.3,88.8,61.6,76.8,3.5
Colegio_10,Ciudad Bolívar,4,56.3,67.7,56.4,50.8,28.8,1,1,F,52.0,633863,1673046,16.4,8.8,9.0,92.3,36.4,75.3,11.4
Colegio_23,Sumapaz,3,54.4,74.0,53.6,53.5,44.8,1,1,F,56.1,344465,1626165,19.6,7.6,8.7,85.7,34.7,98.9,5.9
Colegio_5,Fontibón,2,44.4,58.0,63.9,61.0,76.1,0,0,M,60.7,475856,2414409,10.7,7.7,9.3,88.8,61.6,93.4,18.8
Colegio_37,Los Mártires,2,26.3,71.9,47.4,42.2,63.9,1,1,F,50.3,324447,1274484,23.8,8.6,9.0,86.0,27.6,83.8,16.4
Colegio_10,Antonio Nariño,1,62.8,54.9,65.2,50.5,41.7,0,1,F,55.0,179797,1489362,18.5,9.3,8.2,83.7,26.2,82.4,19.7
Colegio_13,Usaquén,2,47.0,50.6,48.0,50.1,47.5,1,0,F,48.6,342004,3238341,5.0,7.2,10.1,93.8,94.4,83.7,5.2
Colegio_33,San Cristóbal,5,65.9,42.4,56.0,50.2,62.5,0,1,M,55.4,404902,1665631,20.3,10.8,9.1,86.7,40.2,94.4,19.4
Colegio_37,Teusaquillo,6,51.2,44.1,53.8,66.2,72.7,0,1,F,57.6,194327,2990383,5.1,7.0,10.5,94.4,90.1,91.5,8.6
Colegio_6,Engativá,5,52.8,32.7,50.0,57.1,65.6,1,1,F,51.6,945826,2815166,9.2,8.6,10.2,91.6,85.3,79.6,7.0
Colegio_35,Usaquén,3,45.8,78.8,60.9,79.9,51.3,0,1,M,63.3,342004,3238341,5.0,7.2,10.1,93.8,94.4,79.4,1.0
Colegio_34,Kennedy,4,70.2,62.0,63.4,91.6,31.0,1,1,F,63.7,1011301,1855181,16.9,8.3,9.3,88.9,49.2,77.5,1.1
Colegio_20,San Cristóbal,5,56.3,76.2,71.8,72.9,49.5,0,1,F,65.3,404902,1665631,20.3,10.8,9.1,86.7,40.2,91.5,13.8
Colegio_2,Engativá,3,40.9,48.7,38.0,56.7,49.2,1,1,F,46.7,945826,2815166,9.2,8.6,10.2,91.6,85.3,94.1,9.2
Colegio_24,Bosa,2,48.8,39.6,88.9,42.2,70.2,0,1,F,57.9,748890,1774895,15.5,7.8,9.2,86.0,44.0,81.6,4.5
Colegio_18,Suba,2,36.7,56.0,64.5,45.5,48.1,1,1,M,50.2,829007,2455432,8.3,7.4,10.2,87.3,75.0,75.5,12.3
Colegio_10,Engativá,3,54.7,51.3,58.5,58.5,43.1,1,1,M,53.2,945826,2815166,9.2,8.6,10.2,91.6,85.3,77.1,5.1
Colegio_32,Sumapaz,1,38.3,68.5,62.8,48.0,71.0,1,1,M,57.7,344465,1626165,19.6,7.6,8.7,85.7,34.7,99.2,11.6
Colegio_12,Santa Fe,6,36.7,52.4,61.8,65.8,44.4,1,1,M,52.2,339318,1479614,21.0,9.6,9.4,85.8,37.6,82.4,7.2
Colegio_2,Sumapaz,3,79.3,51.2,72.7,57.0,69.9,0,1,F,66.0,344465,1626165,19.6,7.6,8.7,85.7,34.7,94.2,16.5
Colegio_5,Kennedy,2,80.3,82.9,50.2,56.9,62.0,1,1,M,66.5,1011301,1855181,16.9,8.3,9.3,88.9,49.2,90.6,16.4
Colegio_32,Kennedy,3,54.6,33.2,35.0,64.3,41.8,0,1,M,45.8,1011301,1855181,16.9,8.3,9.3,88.9,49.2,84.5,9.5
Colegio_27,Santa Fe,2,69.2,51.6,38.8,33.9,59.6,1,1,M,50.6,339318,1479614,21.0,9.6,9.4,85.8,37.6,80.1,7.0
Colegio_14,San Cristóbal,4,48.6,63.2,53.6,43.4,40.4,0,0,F,49.9,404902,1665631,20.3,10.8,9.1,86.7,40.2,78.0,7.3
Colegio_11,Kennedy,5,47.7,48.8,61.5,61.0,37.3,1,0,F,51.3,1011301,1855181,16.9,8.3,9.3,88.9,49.2,90.4,16.1
Colegio_28,Tunjuelito,3,61.7,49.0,48.5,50.4,64.6,1,1,M,54.8,270499,1603700,19.6,10.3,9.7,89.3,44.5,94.4,6.6
Colegio_32,Usaquén,4,63.7,70.5,42.3,45.9,56.2,1,1,M,55.7,342004,3238341,5.0,7.2,10.1,93.8,94.4,91.1,4.2
Colegio_19,Kennedy,3,53.7,80.9,39.6,36.3,52.5,1,1,F,52.6,1011301,1855181,16.9,8.3,9.3,88.9,49.2,88.3,1.7
Colegio_13,San Cristóbal,2,70.5,67.2,67.9,60.2,57.9,1,1,M,64.7,404902,1665631,20.3,10.8,9.1,86.7,40.2,76.0,9.3
Colegio_17,Rafael Uribe Uribe,2,72.5,47.1,77.9,60.6,57.0,1,1,M,63.0,222600,1728859,20.1,7.0,8.9,84.2,37.8,99.2,9.6
Colegio_29,Fontibón,3,66.7,76.2,62.8,48.2,58.7,1,1,F,62.5,475856,2414409,10.7,7.7,9.3,88.8,61.6,95.0,16.8
Colegio_19,Ciudad Bolívar,5,54.7,64.1,47.8,44.5,54.4,1,1,F,53.1,633863,1673046,16.4,8.8,9.0,92.3,36.4,82.3,4.4
Colegio_25,Tunjuelito,3,75.5,62.0,38.2,71.8,68.9,1,1,F,63.3,270499,1603700,19.6,10.3,9.7,89.3,44.5,99.5,7.6
Colegio_17,San Cristóbal,4,70.9,35.7,49.3,26.3,63.7,0,1,F,49.2,404902,1665631,20.3,10.8,9.1,86.7,40.2,90.0,16.2
Colegio_14,Kennedy,4,49.6,50.3,62.0,50.7,51.9,1,1,M,52.9,1011301,1855181,16.9,8.3,9.3,88.9,49.2,89.6,16.5
Colegio_20,Antonio Nariño,4,57.9,68.7,66.6,37.3,54.6,1,1,F,57.0,179797,1489362,18.5,9.3,8.2,83.7,26.2,93.7,7.7
Colegio_37,Usaquén,4,57.7,51.1,40.1,38.6,56.2,0,1,M,48.8,342004,3238341,5.0,7.2,10.1,93.8,94.4,95.3,9.2
Colegio_31,San Cristóbal,4,26.2,61.0,51.2,47.9,62.5,1,1,F,49.8,404902,1665631,20.3,10.8,9.1,86.7,40.2,91.4,6.1
Colegio_6,Usaquén,4,49.6,56.6,44.8,68.7,45.4,1,0,M,53.0,342004,3238341,5.0,7.2,10.1,93.8,94.4,78.2,18.7
Colegio_12,Engativá,5,57.4,59.8,83.5,41.8,50.4,1,1,M,58.6,945826,2815166,9.2,8.6,10.2,91.6,85.3,83.5,2.4
Colegio_26,Tunjuelito,3,62.5,51.8,62.9,49.5,46.8,1,1,F,54.7,270499,1603700,19.6,10.3,9.7,89.3,44.5,98.2,18.7
Colegio_27,Teusaquillo,5,68.3,66.8,57.6,51.6,51.8,1,0,M,59.2,194327,2990383,5.1,7.0,10.5,94.4,90.1,80.6,13.7
Colegio_15,Suba,4,60.1,75.9,49.1,46.3,48.9,0,1,F,56.1,829007,2455432,8.3,7.4,10.2,87.3,75.0,84.3,10.6
Colegio_11,Antonio Nariño,3,42.3,36.2,42.0,48.4,43.7,1,1,F,42.5,179797,1489362,18.5,9.3,8.2,83.7,26.2,85.8,0.7
Colegio_26,Chapinero,4,53.2,51.6,55.1,62.3,69.5,1,1,M,58.3,153158,2764676,5.3,7.4,10.3,96.3,83.6,86.0,9.5
Colegio_7,Fontibón,1,76.9,63.9,50.7,51.4,62.7,1,1,F,61.1,475856,2414409,10.7,7.7,9.3,88.8,61.6,90.3,8.2
Colegio_38,Sumapaz,4,72.6,70.4,55.1,53.5,56.5,0,0,M,61.6,344465,1626165,19.6,7.6,8.7,85.7,34.7,98.6,3.2
Colegio_24,Usme,2,51.1,46.0,66.2,77.5,44.4,1,0,M,57.0,495408,1505279,18.8,9.0,9.8,86.0,41.1,81.0,13.1
Colegio_27,Barrios Unidos,2,53.8,57.1,52.9,77.8,58.8,0,0,M,60.1,246732,2464266,14.4,8.9,10.2,88.7,70.4,78.0,19.4
Colegio_23,Rafael Uribe Uribe,4,63.4,26.9,34.3,43.3,72.9,0,1,M,48.1,222600,1728859,20.1,7.0,8.9,84.2,37.8,79.9,11.2
Colegio_3,Tunjuelito,5,43.7,49.4,51.8,64.8,68.1,1,0,M,55.6,270499,1603700,19.6,10.3,9.7,89.3,44.5,97.2,14.3
Colegio_18,Rafael Uribe Uribe,3,56.2,79.4,63.6,48.7,52.7,1,1,F,60.1,222600,1728859,20.1,7.0,8.9,84.2,37.8,91.1,1.4
Colegio_12,Usme,2,67.3,54.9,34.1,80.0,57.3,0,1,M,58.7,495408,1505279,18.8,9.0,9.8,86.0,41.1,82.1,8.4
Colegio_4,Los Mártires,4,42.9,31.6,32.2,73.8,64.8,0,0,M,49.1,324447,1274484,23.8,8.6,9.0,86.0,27.6,95.4,2.3
Colegio_18,Puente Aranda,5,71.4,65.8,70.5,34.7,61.7,1,0,M,60.8,246116,1732058,14.5,8.9,9.4,88.2,41.2,96.5,12.3
Colegio_21,Engativá,4,54.2,53.9,57.3,68.2,52.3,1,1,F,57.2,945826,2815166,9.2,8.6,10.2,91.6,85.3,96.2,18.8
Colegio_23,Rafael Uribe Uribe,5,48.6,61.5,68.3,50.3,53.8,1,1,F,56.5,222600,1728859,20.1,7.0,8.9,84.2,37.8,98.0,13.2
Colegio_15,Santa Fe,5,35.1,59.7,47.2,75.1,63.9,1,1,F,56.2,339318,1479614,21.0,9.6,9.4,85.8,37.6,81.3,1.5
Colegio_23,La Candelaria,3,59.5,57.7,38.0,64.6,42.4,1,1,M,52.4,171142,1311336,23.8,11.6,9.2,84.1,30.3,93.9,7.1
Colegio_25,Kennedy,5,59.0,45.3,52.8,76.5,52.4,0,0,F,57.2,1011301,1855181,16.9,8.3,9.3,88.9,49.2,86.5,11.0
Colegio_14,Santa Fe,5,39.8,35.5,71.8,51.2,63.9,1,1,F,52.4,339318,1479614,21.0,9.6,9.4,85.8,37.6,96.0,8.1
Colegio_3,Puente Aranda,3,27.0,56.1,38.8,54.9,29.2,1,1,F,41.2,246116,1732058,14.5,8.9,9.4,88.2,41.2,93.2,16.7
Colegio_23,Teusaquillo,3,49.9,65.9,51.8,63.0,61.5,1,1,M,58.4,194327,2990383,5.1,7.0,10.5,94.4,90.1,94.4,16.3
Colegio_15,Chapinero,2,37.1,45.2,78.1,39.7,51.6,1,1,F,50.3,153158,2764676,5.3,7.4,10.3,96.3,83.6,91.4,12.2
Colegio_37,Sumapaz,4,31.6,45.8,51.1,59.9,54.8,1,1,M,48.6,344465,1626165,19.6,7.6,8.7,85.7,34.7,79.4,7.5
Colegio_6,Kennedy,5,54.7,60.7,47.9,61.9,46.0,1,1,F,54.2,1011301,1855181,16.9,8.3,9.3,88.9,49.2,88.6,5.1
Colegio_39,San Cristóbal,1,51.1,77.8,57.4,46.7,46.6,1,0,F,55.9,404902,1665631,20.3,10.8,9.1,86.7,40.2,99.6,2.1
Colegio_8,Fontibón,3,44.4,75.9,61.0,22.6,47.1,0,1,M,50.2,475856,2414409,10.7,7.7,9.3,88.8,61.6,98.4,7.1
Colegio_11,Santa Fe,4,42.5,42.3,82.7,57.5,54.3,1,0,M,55.9,339318,1479614,21.0,9.6,9.4,85.8,37.6,76.1,8.3
Colegio_23,Sumapaz,5,58.7,62.6,63.2,68.0,35.2,1,1,F,57.5,344465,1626165,19.6,7.6,8.7,85.7,34.7,79.1,13.5
Colegio_17,Engativá,3,56.8,57.1,60.9,58.9,40.2,0,1,F,54.8,945826,2815166,9.2,8.6,10.2,91.6,85.3,78.3,13.2
Colegio_28,La Candelaria,4,69.4,60.3,51.6,55.1,51.2,1,1,F,57.5,171142,1311336,23.8,11.6,9.2,84.1,30.3,93.1,1.4
Colegio_23,Santa Fe,3,52.9,54.0,51.2,56.1,67.9,0,0,M,56.4,339318,1479614,21.0,9.6,9.4,85.8,37.6,95.4,7.9
Colegio_17,Tunjuelito,2,31.1,49.1,52.9,62.7,49.2,1,1,M,49.0,270499,1603700,19.6,10.3,9.7,89.3,44.5,80.3,3.6
Colegio_5,Kennedy,1,46.5,69.0,69.1,46.2,53.5,1,0,M,56.9,1011301,1855181,16.9,8.3,9.3,88.9,49.2,87.6,3.1
Colegio_10,Ciudad Bolívar,2,43.2,43.9,61.8,44.8,52.1,1,1,F,49.1,633863,1673046,16.4,8.8,9.0,92.3,36.4,96.0,16.5
Colegio_18,Santa Fe,5,52.9,58.7,43.0,55.8,34.6,1,1,M,49.0,339318,1479614,21.0,9.6,9.4,85.8,37.6,93.3,0.8
Colegio_23,Tunjuelito,2,38.6,75.1,70.6,73.1,61.7,0,0,F,63.8,270499,1603700,19.6,10.3,9.7,89.3,44.5,88.6,8.4
Colegio_28,Teusaquillo,1,38.3,54.9,79.2,47.6,58.5,1,1,M,55.7,194327,2990383,5.1,7.0,10.5,94.4,90.1,89.8,3.4
Colegio_21,Barrios Unidos,2,39.8,62.2,72.8,45.4,48.3,1,1,M,53.7,246732,2464266,14.4,8.9,10.2,88.7,70.4,87.7,17.6
Colegio_12,San Cristóbal,2,51.1,69.9,62.2,76.1,52.2,1,1,F,62.3,404902,1665631,20.3,10.8,9.1,86.7,40.2,82.4,11.1
Colegio_2,Teusaquillo,3,62.6,44.8,48.6,60.7,56.7,0,1,F,54.7,194327,2990383,5.1,7.0,10.5,94.4,90.1,89.1,4.6
Colegio_39,Teusaquillo,5,49.6,42.4,73.6,36.0,59.5,1,0,F,52.2,194327,2990383,5.1,7.0,10.5,94.4,90.1,92.2,10.0
Colegio_24,Chapinero,4,50.3,44.3,40.0,68.0,47.0,1,1,F,50.0,153158,2764676,5.3,7.4,10.3,96.3,83.6,96.8,14.6
Colegio_9,Ciudad Bolívar,4,71.7,79.6,62.0,57.1,47.7,1,1,F,63.6,633863,1673046,16.4,8.8,9.0,92.3,36.4,90.9,19.2
Colegio_25,Teusaquillo,5,70.6,50.4,50.5,65.3,43.5,1,1,F,56.1,194327,2990383,5.1,7.0,10.5,94.4,90.1,94.0,4.4
Colegio_9,Ciudad Bolívar,4,53.3,56.0,33.0,39.7,40.9,0,0,M,44.6,633863,1673046,16.4,8.8,9.0,92.3,36.4,79.0,17.7
Colegio_24,Fontibón,2,44.8,47.8,58.9,49.3,51.3,1,1,M,50.4,475856,2414409,10.7,7.7,9.3,88.8,61.6,86.5,18.7
Colegio_15,Puente Aranda,3,63.1,45.6,72.3,75.8,50.4,1,1,F,61.5,246116,1732058,14.5,8.9,9.4,88.2,41.2,75.2,18.3
Colegio_23,Fontibón,3,55.0,50.0,55.6,58.3,61.7,1,1,M,56.1,475856,2414409,10.7,7.7,9.3,88.8,61.6,81.2,12.7
Colegio_18,Engativá,5,71.1,69.0,60.9,47.5,45.7,0,1,M,58.8,945826,2815166,9.2,8.6,10.2,91.6,85.3,93.2,12.6
Colegio_30,Rafael Uribe Uribe,2,58.6,58.9,41.8,73.5,50.1,1,1,M,56.6,222600,1728859,20.1,7.0,8.9,84.2,37.8,99.8,8.1
Colegio_9,Rafael Uribe Uribe,4,46.9,61.2,51.9,59.1,63.3,0,1,F,56.5,222600,1728859,20.1,7.0,8.9,84.2,37.8,77.5,15.0
Colegio_28,Rafael Uribe Uribe,1,47.1,49.9,35.2,25.6,69.3,1,1,F,45.4,222600,1728859,20.1,7.0,8.9,84.2,37.8,85.0,10.6
Colegio_26,Suba,3,65.4,63.8,57.1,59.7,50.8,0,1,M,59.4,829007,2455432,8.3,7.4,10.2,87.3,75.0,95.0,13.5
Colegio_11,Rafael Uribe Uribe,3,50.0,59.7,59.4,50.8,71.3,1,1,F,58.3,222600,1728859,20.1,7.0,8.9,84.2,37.8,80.1,8.6
Colegio_27,San Cristóbal,2,44.9,38.9,41.5,68.4,50.5,1,1,M,48.8,404902,1665631,20.3,10.8,9.1,86.7,40.2,88.9,14.6
Colegio_12,Usme,4,76.6,60.6,51.1,68.7,61.7,1,0,M,63.8,495408,1505279,18.8,9.0,9.8,86.0,41.1,93.3,16.5
Colegio_29,Barrios Unidos,3,41.4,42.6,66.2,70.2,63.2,1,0,F,56.7,246732,2464266,14.4,8.9,10.2,88.7,70.4,90.4,2.9
Colegio_39,Kennedy,2,39.4,66.4,73.2,68.1,40.5,1,1,F,57.5,1011301,1855181,16.9,8.3,9.3,88.9,49.2,79.7,16.7
Colegio_10,Santa Fe,5,60.3,54.9,40.7,63.6,71.4,0,1,M,58.2,339318,1479614,21.0,9.6,9.4,85.8,37.6,83.9,10.8
Colegio_38,Rafael Uribe Uribe,2,49.2,44.1,74.3,63.7,46.7,1,1,M,55.6,222600,1728859,20.1,7.0,8.9,84.2,37.8,94.6,16.9
Colegio_36,Chapinero,3,59.0,61.1,60.5,45.1,52.7,1,1,F,55.7,153158,2764676,5.3,7.4,10.3,96.3,83.6,88.9,8.6
Colegio_21,Suba,3,51.1,43.7,71.9,59.9,42.5,0,1,F,53.8,829007,2455432,8.3,7.4,10.2,87.3,75.0,75.1,7.6
Colegio_6,Santa Fe,3,56.7,59.5,45.3,47.9,66.3,1,1,M,55.2,339318,1479614,21.0,9.6,9.4,85.8,37.6,94.0,18.3
Colegio_21,Kennedy,2,54.3,36.5,39.1,84.8,54.5,1,1,M,53.8,1011301,1855181,16.9,8.3,9.3,88.9,49.2,75.9,5.0
Colegio_33,Teusaquillo,5,48.0,58.1,63.4,50.2,51.2,1,1,F,54.2,194327,2990383,5.1,7.0,10.5,94.4,90.1,93.6,16.9
Colegio_11,Kennedy,4,64.1,60.5,56.4,39.7,67.5,1,1,F,57.6,1011301,1855181,16.9,8.3,9.3,88.9,49.2,80.1,9.7
Colegio_37,Ciudad Bolívar,5,51.5,43.2,41.9,32.1,33.5,1,1,M,40.4,633863,1673046,16.4,8.8,9.0,92.3,36.4,99.0,10.3
Colegio_23,Teusaquillo,4,56.3,43.1,65.7,41.4,66.3,0,0,M,54.6,194327,2990383,5.1,7.0,10.5,94.4,90.1,84.2,6.2
Colegio_30,Ciudad Bolívar,4,60.7,44.2,57.3,43.3,60.7,1,1,M,53.3,633863,1673046,16.4,8.8,9.0,92.3,36.4,83.2,11.5
Colegio_19,Kennedy,2,46.9,40.9,52.2,50.6,55.5,0,0,F,49.2,1011301,1855181,16.9,8.3,9.3,88.9,49.2,78.7,6.5
Colegio_5,Teusaquillo,4,54.5,56.1,34.0,50.0,55.4,1,1,M,50.0,194327,2990383,5.1,7.0,10.5,94.4,90.1,82.6,0.8
Colegio_15,San Cristóbal,4,67.2,48.6,61.4,49.9,51.2,1,1,M,55.7,404902,1665631,20.3,10.8,9.1,86.7,40.2,96.9,5.4
Colegio_26,Teusaquillo,3,54.0,44.4,61.7,59.6,39.9,1,1,F,51.9,194327,2990383,5.1,7.0,10.5,94.4,90.1,99.9,0.1
